week_date,metric,score
2025-07-13,Overall food & beverage,7.6
2025-07-13,Overall meeting and event experience,10.0
2025-07-13,Overall restaurant experience,8.5
2025-07-13,Quality of food and beverage,8.9
2025-07-13,Restaurant staff service,8.4
2025-07-13,Rooms,
2025-07-13,Sample Size (Red = less than 75),27.0
2025-07-13,Sample size,24.0
2025-07-13,Service,
2025-07-13,Sleep Quality,
2025-07-13,Staff service,7.0
2025-07-13,Value,
2025-07-13,Value for Price,7.4
2025-07-13,Working order of hotel amenities,7.7
2025-07-20,Bar staff service,9.0
2025-07-20,Cleanliness,4.0
2025-07-20,Hotel cleanliness,8.5
2025-07-20,Likelihood To Recommend,7.6
2025-07-20,Likelihood to Recommend,21.6
2025-07-20,Likelihood to Return,7.2
2025-07-20,Location,5.0
2025-07-20,Overall Satisfaction with Service,8.0
2025-07-20,Overall Score,3.9
2025-07-20,Overall arrival experience,8.6
2025-07-20,Overall bar experience,9.0
2025-07-20,Overall departure experience,8.8
2025-07-20,Overall experience,8.0
2025-07-20,Overall food & beverage,8.4
2025-07-20,Overall meeting and event experience,7.0
2025-07-20,Overall restaurant experience,8.9
2025-07-20,Quality of food and beverage,8.9
2025-07-20,Restaurant staff service,9.4
2025-07-20,Rooms,5.0
2025-07-20,Sample Size (Red = less than 75),37.0
2025-07-20,Sample size,23.0
2025-07-20,Service,4.0
2025-07-20,Sleep Quality,3.0
2025-07-20,Staff service,9.4
2025-07-20,Value,3.0
2025-07-20,Value for Price,7.1
2025-07-20,Working order of hotel amenities,7.7
2025-07-27,Bar staff service,8.1
2025-07-27,Cleanliness,5.0
2025-07-27,Hotel cleanliness,8.4
2025-07-27,Likelihood To Recommend,7.6
2025-07-27,Likelihood to Recommend,32.4
2025-07-27,Likelihood to Return,7.1
2025-07-27,Location,5.0
2025-07-27,Overall Satisfaction with Service,8.2
2025-07-27,Overall Score,4.4
2025-07-27,Overall arrival experience,8.2
2025-07-27,Overall bar experience,7.5
2025-07-27,Overall departure experience,8.8
2025-07-27,Overall experience,5.1
2025-07-27,Overall food & beverage,7.5
2025-07-27,Overall meeting and event experience,
2025-07-27,Overall restaurant experience,8.6
2025-07-27,Quality of food and beverage,7.6
2025-07-27,Restaurant staff service,8.7
2025-07-27,Rooms,5.0
2025-07-27,Sample Size (Red = less than 75),37.0
2025-07-27,Sample size,37.0
2025-07-27,Service,5.0
2025-07-27,Sleep Quality,
2025-07-27,Staff service,6.6
2025-07-27,Value,5.0
2025-07-27,Value for Price,7.4
2025-07-27,Working order of hotel amenities,7.2
2025-08-03,Bar staff service,8.7
2025-08-03,Cleanliness,
2025-08-03,Hotel cleanliness,8.5
2025-08-03,Likelihood To Recommend,7.6
2025-08-03,Likelihood to Recommend,23.3
2025-08-03,Likelihood to Return,7.1
2025-08-03,Location,
2025-08-03,Overall Satisfaction with Service,8.4
2025-08-03,Overall Score,4.2
2025-08-03,Overall arrival experience,8.1
2025-08-03,Overall bar experience,8.7
2025-08-03,Overall departure experience,9.0
2025-08-03,Overall experience,8.5
2025-08-03,Overall food & beverage,7.5
2025-08-03,Overall meeting and event experience,
2025-08-03,Overall restaurant experience,7.4
2025-08-03,Quality of food and beverage,8.5
2025-08-03,Restaurant staff service,7.7
2025-08-03,Rooms,
2025-08-03,Sample Size (Red = less than 75),30.0
2025-08-03,Sample size,29.0
2025-08-03,Service,
2025-08-03,Sleep Quality,
2025-08-03,Staff service,9.5
2025-08-03,Value,
2025-08-03,Value for Price,7.7
2025-08-03,Working order of hotel amenities,7.3
2025-08-10,Bar staff service,9.4
2025-08-10,Cleanliness,
2025-08-10,Hotel cleanliness,8.3
2025-08-10,Likelihood To Recommend,7.6
2025-08-10,Likelihood to Recommend,28.1
2025-08-10,Likelihood to Return,6.9
2025-08-10,Location,
2025-08-10,Overall Satisfaction with Service,8.0
2025-08-10,Overall Score,4.5
2025-08-10,Overall arrival experience,8.0
2025-08-10,Overall bar experience,9.2
2025-08-10,Overall departure experience,8.3
2025-08-10,Overall experience,7.8
2025-08-10,Overall food & beverage,8.1
2025-08-10,Overall meeting and event experience,6.7
2025-08-10,Overall restaurant experience,9.1
2025-08-10,Quality of food and beverage,9.0
2025-08-10,Restaurant staff service,9.4
2025-08-10,Rooms,
2025-08-10,Sample Size (Red = less than 75),32.0
2025-08-10,Sample size,23.0
2025-08-10,Service,
2025-08-10,Sleep Quality,
2025-08-10,Staff service,8.4
2025-08-10,Value,
2025-08-10,Value for Price,7.1
2025-08-10,Working order of hotel amenities,7.4
2025-08-17,Bar staff service,8.1
2025-08-17,Cleanliness,
2025-08-17,Hotel cleanliness,8.0
2025-08-17,Likelihood To Recommend,7.0
2025-08-17,Likelihood to Recommend,7.0
2025-08-17,Likelihood to Return,6.4
2025-08-17,Location,
2025-08-17,Overall Satisfaction with Service,7.6
2025-08-17,Overall Score,4.7
2025-08-17,Overall arrival experience,7.8
2025-08-17,Overall bar experience,8.0
2025-08-17,Overall departure experience,8.4
2025-08-17,Overall experience,6.7
2025-08-17,Overall food & beverage,7.1
2025-08-17,Overall meeting and event experience,9.0
2025-08-17,Overall restaurant experience,8.1
2025-08-17,Quality of food and beverage,7.7
2025-08-17,Restaurant staff service,8.2
2025-08-17,Rooms,
2025-08-17,Sample Size (Red = less than 75),43.0
2025-08-17,Sample size,35.0
2025-08-17,Service,
2025-08-17,Sleep Quality,
2025-08-17,Staff service,7.0
2025-08-17,Value,
2025-08-17,Value for Price,6.6
2025-08-17,Working order of hotel amenities,7.3
2025-08-24,Bar staff service,8.2
2025-08-24,Cleanliness,
2025-08-24,Hotel cleanliness,8.4
2025-08-24,Likelihood To Recommend,7.3
2025-08-24,Likelihood to Recommend,6.1
2025-08-24,Likelihood to Return,6.9
2025-08-24,Location,
2025-08-24,Overall Satisfaction with Service,7.3
2025-08-24,Overall Score,3.9
2025-08-24,Overall arrival experience,7.5
2025-08-24,Overall bar experience,7.9
2025-08-24,Overall departure experience,8.3
2025-08-24,Overall experience,7.6
2025-08-24,Overall food & beverage,7.8
2025-08-24,Overall meeting and event experience,9.5
2025-08-24,Overall restaurant experience,7.9
2025-08-24,Quality of food and beverage,8.0
2025-08-24,Restaurant staff service,8.1
2025-08-24,Rooms,
2025-08-24,Sample Size (Red = less than 75),33.0
2025-08-24,Sample size,19.0
2025-08-24,Service,
2025-08-24,Sleep Quality,
2025-08-24,Staff service,8.8
2025-08-24,Value,
2025-08-24,Value for Price,7.2
2025-08-24,Working order of hotel amenities,7.5
2025-08-31,Bar staff service,8.2
2025-08-31,Cleanliness,
2025-08-31,Hotel cleanliness,8.4
2025-08-31,Likelihood To Recommend,6.8
2025-08-31,Likelihood to Recommend,3.3
2025-08-31,Likelihood to Return,6.1
2025-08-31,Location,
2025-08-31,Overall Satisfaction with Service,7.5
2025-08-31,Overall Score,4.3
2025-08-31,Overall arrival experience,7.7
2025-08-31,Overall bar experience,7.7
2025-08-31,Overall departure experience,9.0
2025-08-31,Overall experience,9.0
2025-08-31,Overall food & beverage,7.7
2025-08-31,Overall meeting and event experience,
2025-08-31,Overall restaurant experience,8.0
2025-08-31,Quality of food and beverage,8.5
2025-08-31,Restaurant staff service,8.9
2025-08-31,Rooms,
2025-08-31,Sample Size (Red = less than 75),30.0
2025-08-31,Sample size,15.0
2025-08-31,Service,
2025-08-31,Sleep Quality,
2025-08-31,Staff service,9.0
2025-08-31,Value,
2025-08-31,Value for Price,6.3
2025-08-31,Working order of hotel amenities,6.6
2025-09-07,Bar staff service,7.8
2025-09-07,Cleanliness,3.0
2025-09-07,Hotel cleanliness,7.4
2025-09-07,Likelihood To Recommend,6.4
2025-09-07,Likelihood to Recommend,-4.3
2025-09-07,Likelihood to Return,6.0
2025-09-07,Location,5.0
2025-09-07,Overall Satisfaction with Service,6.5
2025-09-07,Overall Score,4.3
2025-09-07,Overall arrival experience,7.0
2025-09-07,Overall bar experience,7.2
2025-09-07,Overall departure experience,7.7
2025-09-07,Overall experience,0.0
2025-09-07,Overall food & beverage,6.8
2025-09-07,Overall meeting and event experience,3.0
2025-09-07,Overall restaurant experience,6.8
2025-09-07,Quality of food and beverage,7.5
2025-09-07,Restaurant staff service,7.3
2025-09-07,Rooms,1.0
2025-09-07,Sample Size (Red = less than 75),23.0
2025-09-07,Sample size,17.0
2025-09-07,Service,1.0
2025-09-07,Sleep Quality,1.0
2025-09-07,Staff service,2.0
2025-09-07,Value,1.0
2025-09-07,Value for Price,6.5
2025-09-07,Working order of hotel amenities,6.0
2025-09-14,Bar staff service,8.8
2025-09-14,Cleanliness,
2025-09-14,Hotel cleanliness,8.8
2025-09-14,Likelihood To Recommend,7.8
2025-09-14,Likelihood to Recommend,45.0
2025-09-14,Likelihood to Return,7.6
2025-09-14,Location,
2025-09-14,Overall Satisfaction with Service,7.8
2025-09-14,Overall Score,4.0
2025-09-14,Overall arrival experience,8.0
2025-09-14,Overall bar experience,8.2
2025-09-14,Overall departure experience,8.6
2025-09-14,Overall experience,10.0
2025-09-14,Overall food & beverage,8.6
2025-09-14,Overall meeting and event experience,
2025-09-14,Overall restaurant experience,8.4
2025-09-14,Quality of food and beverage,8.1
2025-09-14,Restaurant staff service,8.8
2025-09-14,Rooms,
2025-09-14,Sample Size (Red = less than 75),20.0
2025-09-14,Sample size,30.0
2025-09-14,Service,
2025-09-14,Sleep Quality,
2025-09-14,Staff service,10.0
2025-09-14,Value,
2025-09-14,Value for Price,6.8
2025-09-14,Working order of hotel amenities,8.3
2025-09-21,Bar staff service,8.5
2025-09-21,Cleanliness,
2025-09-21,Hotel cleanliness,8.6
2025-09-21,Likelihood To Recommend,7.9
2025-09-21,Likelihood to Recommend,34.8
2025-09-21,Likelihood to Return,7.5
2025-09-21,Location,
2025-09-21,Overall Satisfaction with Service,8.0
2025-09-21,Overall Score,4.2
2025-09-21,Overall arrival experience,8.5
2025-09-21,Overall bar experience,8.2
2025-09-21,Overall departure experience,8.9
2025-09-21,Overall experience,7.0
2025-09-21,Overall food & beverage,7.2
2025-09-21,Overall meeting and event experience,
2025-09-21,Overall restaurant experience,7.5
2025-09-21,Quality of food and beverage,8.2
2025-09-21,Restaurant staff service,7.7
2025-09-21,Rooms,
2025-09-21,Sample Size (Red = less than 75),23.0
2025-09-21,Sample size,11.0
2025-09-21,Service,
2025-09-21,Sleep Quality,
2025-09-21,Staff service,7.0
2025-09-21,Value,
2025-09-21,Value for Price,7.3
2025-09-21,Working order of hotel amenities,8.4
2025-09-28,Bar staff service,8.3
2025-09-28,Cleanliness,
2025-09-28,Hotel cleanliness,8.3
2025-09-28,Likelihood To Recommend,7.3
2025-09-28,Likelihood to Recommend,26.1
2025-09-28,Likelihood to Return,6.3
2025-09-28,Location,
2025-09-28,Overall Satisfaction with Service,7.4
2025-09-28,Overall Score,4.1
2025-09-28,Overall arrival experience,8.0
2025-09-28,Overall bar experience,8.1
2025-09-28,Overall departure experience,8.8
2025-09-28,Overall experience,6.5
2025-09-28,Overall food & beverage,8.3
2025-09-28,Overall meeting and event experience,9.0
2025-09-28,Overall restaurant experience,8.2
2025-09-28,Quality of food and beverage,7.9
2025-09-28,Restaurant staff service,8.5
2025-09-28,Rooms,
2025-09-28,Sample Size (Red = less than 75),23.0
2025-09-28,Sample size,15.0
2025-09-28,Service,
2025-09-28,Sleep Quality,
2025-09-28,Staff service,6.2
2025-09-28,Value,
2025-09-28,Value for Price,6.3
2025-09-28,Working order of hotel amenities,7.3
2025-10-05,Bar staff service,7.8
2025-10-05,Cleanliness,
2025-10-05,Hotel cleanliness,7.7
2025-10-05,Likelihood To Recommend,6.3
2025-10-05,Likelihood to Recommend,-29.4
2025-10-05,Likelihood to Return,5.4
2025-10-05,Location,
2025-10-05,Overall Satisfaction with Service,7.3
2025-10-05,Overall Score,4.5
2025-10-05,Overall arrival experience,7.4
2025-10-05,Overall bar experience,6.9
2025-10-05,Overall departure experience,7.5
2025-10-05,Overall experience,10.0
2025-10-05,Overall food & beverage,6.7
2025-10-05,Overall meeting and event experience,8.5
2025-10-05,Overall restaurant experience,7.8
2025-10-05,Quality of food and beverage,7.5
2025-10-05,Restaurant staff service,7.9
2025-10-05,Rooms,
2025-10-05,Sample Size (Red = less than 75),17.0
2025-10-05,Sample size,14.0
2025-10-05,Service,
2025-10-05,Sleep Quality,
2025-10-05,Staff service,10.0
2025-10-05,Value,
2025-10-05,Value for Price,5.5
2025-10-05,Working order of hotel amenities,7.2
2025-10-12,Bar staff service,7.2
2025-10-12,Cleanliness,
2025-10-12,Hotel cleanliness,7.7
2025-10-12,Likelihood To Recommend,6.3
2025-10-12,Likelihood to Recommend,5.0
2025-10-12,Likelihood to Return,5.6
2025-10-12,Location,
2025-10-12,Overall Satisfaction with Service,7.6
2025-10-12,Overall Score,3.9
2025-10-12,Overall arrival experience,7.0
2025-10-12,Overall bar experience,7.6
2025-10-12,Overall departure experience,8.3
2025-10-12,Overall experience,7.3
2025-10-12,Overall food & beverage,7.2
2025-10-12,Overall meeting and event experience,
2025-10-12,Overall restaurant experience,7.2
2025-10-12,Quality of food and beverage,7.7
2025-10-12,Restaurant staff service,7.8
2025-10-12,Rooms,
2025-10-12,Sample Size (Red = less than 75),20.0
2025-10-12,Sample size,14.0
2025-10-12,Service,
2025-10-12,Sleep Quality,
2025-10-12,Staff service,9.0
2025-10-12,Value,
2025-10-12,Value for Price,5.8
2025-10-12,Working order of hotel amenities,6.2
2025-10-19,Bar staff service,8.1
2025-10-19,Cleanliness,
2025-10-19,Hotel cleanliness,8.3
2025-10-19,Likelihood To Recommend,7.1
2025-10-19,Likelihood to Recommend,14.3
2025-10-19,Likelihood to Return,6.7
2025-10-19,Location,
2025-10-19,Overall Satisfaction with Service,7.4
2025-10-19,Overall Score,4.8
2025-10-19,Overall arrival experience,7.6
2025-10-19,Overall bar experience,8.0
2025-10-19,Overall departure experience,8.6
2025-10-19,Overall experience,8.3
2025-10-19,Overall food & beverage,7.8
2025-10-19,Overall meeting and event experience,9.0
2025-10-19,Overall restaurant experience,7.4
2025-10-19,Quality of food and beverage,7.3
2025-10-19,Restaurant staff service,7.1
2025-10-19,Rooms,
2025-10-19,Sample Size (Red = less than 75),14.0
2025-10-19,Sample size,9.0
2025-10-19,Service,
2025-10-19,Sleep Quality,
2025-10-19,Staff service,8.7
2025-10-19,Value,
2025-10-19,Value for Price,6.1
2025-10-19,Working order of hotel amenities,8.1
2025-10-26,Bar staff service,7.2
2025-10-26,Cleanliness,
2025-10-26,Hotel cleanliness,8.1
2025-10-26,Likelihood To Recommend,7.4
2025-10-26,Likelihood to Recommend,21.4
2025-10-26,Likelihood to Return,6.5
2025-10-26,Location,
2025-10-26,Overall Satisfaction with Service,7.4
2025-10-26,Overall Score,4.1
2025-10-26,Overall arrival experience,7.5
2025-10-26,Overall bar experience,7.1
2025-10-26,Overall departure experience,8.2
2025-10-26,Overall experience,
2025-10-26,Overall food & beverage,6.8
2025-10-26,Overall meeting and event experience,8.2
2025-10-26,Overall restaurant experience,6.5
2025-10-26,Quality of food and beverage,7.1
2025-10-26,Restaurant staff service,6.5
2025-10-26,Rooms,
2025-10-26,Sample Size (Red = less than 75),28.0
2025-10-26,Sample size,15.0
2025-10-26,Service,
2025-10-26,Sleep Quality,
2025-10-26,Staff service,5.0
2025-10-26,Value,
2025-10-26,Value for Price,6.0
2025-10-26,Working order of hotel amenities,7.6
2025-11-02,Bar staff service,7.7
2025-11-02,Cleanliness,
2025-11-02,Hotel cleanliness,7.5
2025-11-02,Likelihood To Recommend,6.8
2025-11-02,Likelihood to Recommend,20.0
2025-11-02,Likelihood to Return,6.6
2025-11-02,Location,
2025-11-02,Overall Satisfaction with Service,7.2
2025-11-02,Overall Score,4.2
2025-11-02,Overall arrival experience,7.5
2025-11-02,Overall bar experience,7.1
2025-11-02,Overall departure experience,7.4
2025-11-02,Overall experience,8.0
2025-11-02,Overall food & beverage,7.2
2025-11-02,Overall meeting and event experience,
2025-11-02,Overall restaurant experience,8.7
2025-11-02,Quality of food and beverage,7.3
2025-11-02,Restaurant staff service,8.9
2025-11-02,Rooms,
2025-11-02,Sample Size (Red = less than 75),25.0
2025-11-02,Sample size,21.0
2025-11-02,Service,
2025-11-02,Sleep Quality,
2025-11-02,Staff service,9.0
2025-11-02,Value,
2025-11-02,Value for Price,6.1
2025-11-02,Working order of hotel amenities,7.0
2025-11-09,Bar staff service,6.8
2025-11-09,Cleanliness,5.0
2025-11-09,Hotel cleanliness,9.5
2025-11-09,Likelihood To Recommend,8.7
2025-11-09,Likelihood to Recommend,50.0
2025-11-09,Likelihood to Return,7.6
2025-11-09,Location,5.0
2025-11-09,Overall Satisfaction with Service,9.1
2025-11-09,Overall Score,4.2
2025-11-09,Overall arrival experience,9.1
2025-11-09,Overall bar experience,7.7
2025-11-09,Overall departure experience,9.5
2025-11-09,Overall experience,9.2
2025-11-09,Overall food & beverage,9.0
2025-11-09,Overall meeting and event experience,10.0
2025-11-09,Overall restaurant experience,9.2
2025-11-09,Quality of food and beverage,9.0
2025-11-09,Restaurant staff service,9.2
2025-11-09,Rooms,3.0
2025-11-09,Sample Size (Red = less than 75),22.0
2025-11-09,Sample size,16.0
2025-11-09,Service,5.0
2025-11-09,Sleep Quality,1.0
2025-11-09,Staff service,9.8
2025-11-09,Value,3.0
2025-11-09,Value for Price,8.0
2025-11-09,Working order of hotel amenities,8.9
2025-11-16,Bar staff service,8.5
2025-11-16,Cleanliness,
2025-11-16,Hotel cleanliness,8.2
2025-11-16,Likelihood To Recommend,8.0
2025-11-16,Likelihood to Recommend,25.0
2025-11-16,Likelihood to Return,7.5
2025-11-16,Location,
2025-11-16,Overall Satisfaction with Service,8.4
2025-11-16,Overall Score,4.2
2025-11-16,Overall arrival experience,8.8
2025-11-16,Overall bar experience,8.0
2025-11-16,Overall departure experience,9.0
2025-11-16,Overall experience,8.0
2025-11-16,Overall food & beverage,8.1
2025-11-16,Overall meeting and event experience,
2025-11-16,Overall restaurant experience,8.5
2025-11-16,Quality of food and beverage,8.4
2025-11-16,Restaurant staff service,8.2
2025-11-16,Rooms,
2025-11-16,Sample Size (Red = less than 75),24.0
2025-11-16,Sample size,10.0
2025-11-16,Service,
2025-11-16,Sleep Quality,
2025-11-16,Staff service,9.0
2025-11-16,Value,
2025-11-16,Value for Price,7.0
2025-11-16,Working order of hotel amenities,7.9
2025-11-23,Bar staff service,8.8
2025-11-23,Cleanliness,
2025-11-23,Hotel cleanliness,8.9
2025-11-23,Likelihood To Recommend,8.1
2025-11-23,Likelihood to Recommend,38.1
2025-11-23,Likelihood to Return,8.2
2025-11-23,Location,
2025-11-23,Overall Satisfaction with Service,8.8
2025-11-23,Overall Score,4.2
2025-11-23,Overall arrival experience,9.3
2025-11-23,Overall bar experience,8.4
2025-11-23,Overall departure experience,9.2
2025-11-23,Overall experience,6.5
2025-11-23,Overall food & beverage,8.7
2025-11-23,Overall meeting and event experience,7.0
2025-11-23,Overall restaurant experience,8.7
2025-11-23,Quality of food and beverage,8.5
2025-11-23,Restaurant staff service,8.6
2025-11-23,Rooms,
2025-11-23,Sample Size (Red = less than 75),21.0
2025-11-23,Sample size,12.0
2025-11-23,Service,
2025-11-23,Sleep Quality,
2025-11-23,Staff service,7.0
2025-11-23,Value,
2025-11-23,Value for Price,8.0
2025-11-23,Working order of hotel amenities,8.4
2025-11-30,Bar staff service,8.9
2025-11-30,Cleanliness,4.5
2025-11-30,Hotel cleanliness,8.9
2025-11-30,Likelihood To Recommend,8.5
2025-11-30,Likelihood to Recommend,60.9
2025-11-30,Likelihood to Return,8.0
2025-11-30,Location,4.5
2025-11-30,Overall Satisfaction with Service,8.6
2025-11-30,Overall Score,3.9
2025-11-30,Overall arrival experience,8.8
2025-11-30,Overall bar experience,8.8
2025-11-30,Overall departure experience,9.3
2025-11-30,Overall experience,7.0
2025-11-30,Overall food & beverage,8.6
2025-11-30,Overall meeting and event experience,
2025-11-30,Overall restaurant experience,8.2
2025-11-30,Quality of food and beverage,8.0
2025-11-30,Restaurant staff service,7.5
2025-11-30,Rooms,3.5
2025-11-30,Sample Size (Red = less than 75),23.0
2025-11-30,Sample size,17.0
2025-11-30,Service,3.5
2025-11-30,Sleep Quality,3.5
2025-11-30,Staff service,6.3
2025-11-30,Value,3.5
2025-11-30,Value for Price,8.3
2025-11-30,Working order of hotel amenities,8.4
2025-12-07,Bar staff service,8.3
2025-12-07,Cleanliness,5.0
2025-12-07,Hotel cleanliness,8.3
2025-12-07,Likelihood To Recommend,6.9
2025-12-07,Likelihood to Recommend,10.0
2025-12-07,Likelihood to Return,7.0
2025-12-07,Location,5.0
2025-12-07,Overall Satisfaction with Service,7.6
2025-12-07,Overall Score,4.0
2025-12-07,Overall arrival experience,8.0
2025-12-07,Overall bar experience,8.3
2025-12-07,Overall departure experience,8.6
2025-12-07,Overall experience,9.3
2025-12-07,Overall food & beverage,8.4
2025-12-07,Overall meeting and event experience,
2025-12-07,Overall restaurant experience,8.6
2025-12-07,Quality of food and beverage,8.7
2025-12-07,Restaurant staff service,8.5
2025-12-07,Rooms,5.0
2025-12-07,Sample Size (Red = less than 75),30.0
2025-12-07,Sample size,11.0
2025-12-07,Service,5.0
2025-12-07,Sleep Quality,5.0
2025-12-07,Staff service,9.3
2025-12-07,Value,5.0
2025-12-07,Value for Price,6.3
2025-12-07,Working order of hotel amenities,6.4
2025-12-14,Bar staff service,9.2
2025-12-14,Cleanliness,
2025-12-14,Hotel cleanliness,8.9
2025-12-14,Likelihood To Recommend,7.7
2025-12-14,Likelihood to Recommend,36.0
2025-12-14,Likelihood to Return,7.4
2025-12-14,Location,
2025-12-14,Overall Satisfaction with Service,8.3
2025-12-14,Overall Score,4.1
2025-12-14,Overall arrival experience,8.1
2025-12-14,Overall bar experience,9.1
2025-12-14,Overall departure experience,9.0
2025-12-14,Overall experience,10.0
2025-12-14,Overall food & beverage,8.6
2025-12-14,Overall meeting and event experience,8.0
2025-12-14,Overall restaurant experience,8.7
2025-12-14,Quality of food and beverage,9.0
2025-12-14,Restaurant staff service,8.8
2025-12-14,Rooms,
2025-12-14,Sample Size (Red = less than 75),25.0
2025-12-14,Sample size,12.0
2025-12-14,Service,
2025-12-14,Sleep Quality,
2025-12-14,Staff service,10.0
2025-12-14,Value,
2025-12-14,Value for Price,7.0
2025-12-14,Working order of hotel amenities,7.8
2025-12-21,Bar staff service,8.8
2025-12-21,Cleanliness,
2025-12-21,Hotel cleanliness,9.1
2025-12-21,Likelihood To Recommend,8.6
2025-12-21,Likelihood to Recommend,48.3
2025-12-21,Likelihood to Return,8.5
2025-12-21,Location,
2025-12-21,Overall Satisfaction with Service,9.1
2025-12-21,Overall Score,4.1
2025-12-21,Overall arrival experience,8.9
2025-12-21,Overall bar experience,8.9
2025-12-21,Overall departure experience,9.1
2025-12-21,Overall experience,
2025-12-21,Overall food & beverage,8.8
2025-12-21,Overall meeting and event experience,
2025-12-21,Overall restaurant experience,9.4
2025-12-21,Quality of food and beverage,9.2
2025-12-21,Restaurant staff service,9.2
2025-12-21,Rooms,
2025-12-21,Sample Size (Red = less than 75),29.0
2025-12-21,Sample size,24.0
2025-12-21,Service,
2025-12-21,Sleep Quality,
2025-12-21,Staff service,
2025-12-21,Value,
2025-12-21,Value for Price,7.8
2025-12-21,Working order of hotel amenities,8.7
2025-12-28,Bar staff service,6.3
2025-12-28,Cleanliness,
2025-12-28,Hotel cleanliness,7.7
2025-12-28,Likelihood To Recommend,7.5
2025-12-28,Likelihood to Recommend,7.7
2025-12-28,Likelihood to Return,6.7
2025-12-28,Location,
2025-12-28,Overall Satisfaction with Service,7.5
2025-12-28,Overall Score,4.5
2025-12-28,Overall arrival experience,7.4
2025-12-28,Overall bar experience,6.7
2025-12-28,Overall departure experience,8.2
2025-12-28,Overall experience,8.3
2025-12-28,Overall food & beverage,6.6
2025-12-28,Overall meeting and event experience,
2025-12-28,Overall restaurant experience,7.6
2025-12-28,Quality of food and beverage,6.8
2025-12-28,Restaurant staff service,7.1
2025-12-28,Rooms,
2025-12-28,Sample Size (Red = less than 75),13.0
2025-12-28,Sample size,10.0
2025-12-28,Service,
2025-12-28,Sleep Quality,
2025-12-28,Staff service,8.3
2025-12-28,Value,
2025-12-28,Value for Price,7.0
2025-12-28,Working order of hotel amenities,7.8
